x2-x1,corr
1,0.3061038165715482
2,0.2796905370704604
3,0.07988887408332708
4,0.082167258586732
5,0.028199503769249058
6,0.02979299500949968
7,0.005065198111457853
8,0.005625417059033291
9,-0.0006569845894325435
10,-0.000796733183467089
11,-0.0007958408862458864
12,-0.0010027722761520108
13,-0.0007360413796559327
14,-0.0006155364924285739
15,-0.0004761321773780177
16,-0.0003781104947973204
17,-0.00037601469260479164
18,-0.0003493233203133776
19,-0.0003335891408860399
20,-0.0003524021639030475
21,-0.0002734443546844136
22,-0.00022822172742642711
23,-0.00016989707757159248
24,-0.00012156051713807297
25,-0.00011395386820468275
26,-0.00012213977807874182
27,-0.00012838453343443158
28,-0.00013957668925787387
29,-0.00011622945091483282
30,-9.791668014137152e-05
31,-4.717340379063598e-05
32,1.3389852074042932e-05
