J,J2
0.799774,0.86661
0.977112,1.32317
0.692465,0.85736
1.09158,1.33841
0.794687,0.866169
1.0685,1.33532
0.737522,0.861232
1.12712,1.34317
0.739777,0.861426
1.19249,1.35198
0.773712,0.864354
0.946099,1.31908
0.788484,0.865632
1.17779,1.34999
0.603051,0.849728
1.13892,1.34476
0.732078,0.860763
1.06015,1.33421
0.780699,0.864959
0.856145,1.30726
0.767514,0.863819
1.10695,1.34046
0.616082,0.850836
0.949481,1.31952
0.646879,0.853461
0.936297,1.31778
0.79253,0.865982
1.13724,1.34453
0.761908,0.863335
1.04916,1.33274
0.751276,0.862417
1.11808,1.34196
0.778904,0.864803
0.985788,1.32432
0.563007,0.846333
1.12845,1.34335
0.790921,0.865843
1.12796,1.34328
0.722557,0.859944
1.14723,1.34588
0.770882,0.86411
1.08162,1.33707
0.721605,0.859862
1.18494,1.35096
0.746144,0.861975
1.17159,1.34916
0.721358,0.859841
1.08927,1.3381
0.779523,0.864857
1.16946,1.34887
0.757409,0.862946
1.15944,1.34752
0.778813,0.864795
1.05234,1.33316
0.753756,0.862631
1.11332,1.34132
0.678282,0.856145
1.03615,1.33101
0.683935,0.856629
1.12379,1.34272
0.729279,0.860522
1.12182,1.34246
0.706541,0.858568
1.19606,1.35246
0.691738,0.857298
1.13442,1.34415
0.723863,0.860056
1.06019,1.33421
0.761785,0.863324
1.16626,1.34844
0.734976,0.861013
0.994824,1.32552
0.793047,0.866027
1.14331,1.34535
0.766777,0.863755
1.06186,1.33444
0.703019,0.858266
0.994042,1.32542
0.794956,0.866193
0.889394,1.31162
0.708942,0.858774
1.19779,1.3527
0.778277,0.864749
0.869045,1.30895
0.778607,0.864778
1.12657,1.3431
0.659986,0.85458
1.02933,1.3301
0.740574,0.861495
1.16817,1.3487
0.616829,0.8509
1.00043,1.32626
0.632416,0.852227
1.19145,1.35184
0.786139,0.865429
1.07227,1.33582
0.749753,0.862286
1.00239,1.32652
0.734706,0.86099
1.16695,1.34853
0.793804,0.866093
0.740466,1.29223
0.707946,0.858689
0.826772,1.30343
0.783158,0.865171
1.14198,1.34517
0.721209,0.859828
1.15682,1.34717
0.740155,0.861459
1.07542,1.33625
0.638808,0.852772
1.18552,1.35104
0.704749,0.858414
1.18693,1.35123
0.550682,0.84529
1.10287,1.33992
0.757204,0.862929
1.19387,1.35217
0.796144,0.866296
1.04412,1.33207
0.692223,0.85734
1.1291,1.34344
0.758734,0.863061
0.792952,1.29903
0.729848,0.860571
1.18307,1.35071
0.69774,0.857813
0.997654,1.32589
0.733067,0.860848
1.15793,1.34732
0.617214,0.850933
1.17196,1.34921
0.467691,0.838304
1.11211,1.34116
0.693666,0.857463
1.12654,1.34309
0.75513,0.86275
1.10057,1.33961
0.702828,0.858249
1.03133,1.33037
0.79463,0.866164
1.12352,1.34269
0.70897,0.858777
1.18202,1.35057
0.624141,0.851522
1.10637,1.34039
0.610546,0.850366
1.14696,1.34584
0.772593,0.864258
0.878895,1.31024
0.78849,0.865633
1.15122,1.34641
0.749689,0.86228
1.11395,1.3414
0.786058,0.865422
1.12835,1.34334
0.687182,0.856907
1.11514,1.34156
0.498989,0.840932
1.15343,1.34671
0.665028,0.855011
1.07051,1.33559
0.7814,0.865019
1.02171,1.32909
0.664451,0.854962
1.19856,1.3528
0.59086,0.848693
1.16046,1.34766
0.728656,0.860469
1.08106,1.337
0.763225,0.863448
1.14492,1.34557
0.589648,0.84859
1.1674,1.34859
0.772446,0.864245
1.1963,1.3525
0.712441,0.859075
1.15329,1.34669
0.748295,0.86216
0.881325,1.31056
0.797403,0.866405
1.13119,1.34372
0.797241,0.866391
1.19914,1.35288
0.783229,0.865177
1.18574,1.35107
0.757231,0.862931
1.0688,1.33536
0.782857,0.865145
1.11683,1.34179
0.754329,0.862681
1.11663,1.34176
0.689261,0.857086
1.19018,1.35167
0.789825,0.865748
1.16202,1.34787
0.744769,0.861856
0.941743,1.3185
0.746873,0.862038
1.1879,1.35136
0.776074,0.864559
1.13325,1.34399
0.724694,0.860128
1.12092,1.34234
0.739741,0.861423
1.17585,1.34973
0.727703,0.860387
1.16373,1.3481
0.703723,0.858326
1.15052,1.34632
0.775782,0.864533
1.1546,1.34687
0.756737,0.862888
1.19495,1.35231
0.727573,0.860376
1.19784,1.3527
0.768702,0.863921
1.19897,1.35286
0.799548,0.86659
