J,J2
0.899746,0.984732
0.895686,1.20307
0.779023,0.972915
1.00061,1.21576
0.894023,0.984168
0.979456,1.21319
0.829712,0.977859
1.03319,1.21973
0.83225,0.978108
1.09311,1.22706
0.870426,0.981849
0.867257,1.19966
0.887044,0.983482
1.07964,1.22541
0.678432,0.963178
1.04401,1.22105
0.823588,0.977261
0.9718,1.21226
0.878286,0.982621
0.7848,1.18981
0.863453,0.981164
1.0147,1.21748
0.693092,0.964591
0.870357,1.20003
0.727739,0.967939
0.858273,1.19858
0.891596,0.98393
1.04247,1.22086
0.857146,0.980546
0.96173,1.21104
0.845185,0.979374
1.0249,1.21872
0.876266,0.982422
0.903639,1.20403
0.633383,0.958848
1.03442,1.21988
0.889786,0.983752
1.03396,1.21982
0.812877,0.976215
1.05163,1.22198
0.867242,0.981536
0.991484,1.21465
0.811806,0.97611
1.08619,1.22621
0.839412,0.978808
1.07396,1.22471
0.811528,0.976083
0.998501,1.21551
0.876963,0.982491
1.072,1.22447
0.852085,0.98005
1.06282,1.22335
0.876164,0.982412
0.964646,1.2114
0.847975,0.979647
1.02054,1.21819
0.763067,0.971364
0.949804,1.2096
0.769427,0.971982
1.03014,1.21936
0.820439,0.976953
1.02833,1.21914
0.794859,0.974457
1.09639,1.22746
0.778205,0.972836
1.03988,1.22055
0.814346,0.976358
0.971844,1.21227
0.857008,0.980532
1.06907,1.22411
0.826848,0.977579
0.911922,1.20503
0.892178,0.983987
1.04803,1.22154
0.862624,0.981083
0.973376,1.21246
0.790897,0.974071
0.911205,1.20494
0.894326,0.984198
0.815277,1.19344
0.79756,0.97472
1.09798,1.22766
0.875561,0.982353
0.796625,1.19121
0.875933,0.98239
1.03269,1.21967
0.742485,0.969367
0.943556,1.20885
0.833146,0.978195
1.07082,1.22433
0.693932,0.964672
0.917063,1.20565
0.711468,0.966365
1.09217,1.22694
0.884407,0.983223
0.982916,1.21361
0.843472,0.979206
0.918857,1.20586
0.826544,0.97755
1.06971,1.22419
0.89303,0.984071
0.67876,1.17726
0.796439,0.974611
0.757875,1.18661
0.881053,0.982893
1.04681,1.22139
0.81136,0.976067
1.06042,1.22306
0.832675,0.978149
0.985806,1.21396
0.718659,0.96706
1.08673,1.22628
0.792842,0.974261
1.08802,1.22644
0.619517,0.95752
1.01097,1.21702
0.851854,0.980027
1.09438,1.22722
0.895662,0.98433
0.957107,1.21048
0.778751,0.972889
1.03501,1.21995
0.853576,0.980196
0.726873,1.18293
0.821079,0.977016
1.08448,1.226
0.784957,0.973493
0.914516,1.20534
0.8247,0.977369
1.06144,1.22318
0.694366,0.964714
1.07429,1.22475
0.526153,0.948622
1.01943,1.21805
0.780374,0.973047
1.03266,1.21966
0.849521,0.979798
1.00885,1.21676
0.790682,0.97405
0.945385,1.20907
0.893959,0.984162
1.02989,1.21933
0.797592,0.974724
1.08352,1.22588
0.702159,0.965466
1.01417,1.21741
0.686864,0.96399
1.05138,1.22195
0.869167,0.981725
0.805654,1.19229
0.887051,0.983483
1.05528,1.22243
0.8434,0.979199
1.02112,1.21826
0.884316,0.983214
1.03432,1.21987
0.773079,0.972337
1.02221,1.21839
0.561362,0.951968
1.05731,1.22268
0.748157,0.969917
0.981301,1.21342
0.879075,0.982698
0.936572,1.208
0.747507,0.969854
1.09868,1.22774
0.664718,0.961858
1.06376,1.22346
0.819738,0.976885
0.990973,1.21459
0.858628,0.980691
1.04951,1.22172
0.663354,0.961727
1.07012,1.22424
0.869001,0.981709
1.09661,1.22749
0.801496,0.975104
1.05719,1.22266
0.841832,0.979045
0.807881,1.19256
0.897079,0.984469
1.03692,1.22018
0.896896,0.984451
1.09921,1.22781
0.881133,0.982901
1.08693,1.2263
0.851885,0.98003
0.979729,1.21323
0.880714,0.982859
1.02376,1.21858
0.84862,0.97971
1.02358,1.21856
0.775418,0.972565
1.091,1.2268
0.888553,0.98363
1.06519,1.22364
0.837865,0.978657
0.863265,1.19918
0.840232,0.978889
1.08891,1.22654
0.873084,0.98211
1.03881,1.22042
0.81528,0.976449
1.02751,1.21904
0.832208,0.978104
1.07786,1.22519
0.818665,0.97678
1.06675,1.22383
0.791688,0.974148
1.05464,1.22235
0.872755,0.982077
1.05839,1.22281
0.851329,0.979976
1.09537,1.22734
0.818519,0.976766
1.09802,1.22766
0.864789,0.981296
1.09906,1.22779
0.899492,0.984707
0.791976,1.19066
0.866979,0.98151
0.879042,1.20107
0.877487,0.982542
1.02849,1.21916
0.697154,0.964983
1.0807,1.22554
0.848548,0.979703
1.06814,1.224
0.899979,0.984755
1.05183,1.22201
0.88951,0.983724
1.08199,1.2257
0.853102,0.980149
1.09908,1.22779
0.840004,0.978866
0.892962,1.20274
0.65979,0.961384
1.08131,1.22561
0.837059,0.978578
0.906174,1.20434
0.889265,0.9837
1.02942,1.21927
0.888603,0.983635
0.985586,1.21394
0.767906,0.971834
1.08084,1.22556
0.750201,0.970115
0.829482,1.19513
0.851451,0.979988
1.05214,1.22204
0.822565,0.977161
0.910616,1.20487
0.716318,0.966834
0.919636,1.20596
0.749493,0.970047
1.02182,1.21834
0.791134,0.974094
0.902828,1.20393
0.757352,0.970809
1.09183,1.2269
0.831416,0.978026
0.976585,1.21284
0.858942,0.980722
0.933366,1.20761
0.888533,0.983628
1.046,1.22129
0.824385,0.977339
0.919202,1.20591
0.674976,0.962845
1.09783,1.22764
0.769708,0.97201
1.01325,1.2173
0.80307,0.975258
0.979375,1.21318
0.751959,0.970286
1.05125,1.22193
0.784516,0.97345
0.903423,1.204
0.86718,0.98153
0.991922,1.21471
0.886827,0.983461
1.01575,1.2176
0.868209,0.981631
1.04128,1.22072
0.880983,0.982886
0.986196,1.21401
0.858346,0.980664
1.07744,1.22514
0.825757,0.977473
1.03581,1.22005
0.572099,0.95299
0.957556,1.21054
0.787157,0.973707
0.99862,1.21552
0.884823,0.983263
1.09739,1.22758
0.750732,0.970167
1.03451,1.21989
0.838592,0.978728
0.929078,1.2071
0.863378,0.981157
0.920335,1.20604
0.855437,0.980378
1.02991,1.21933
0.835229,0.978399
1.0483,1.22157
0.630049,0.958529
0.997466,1.21538
0.822651,0.977169
1.03285,1.21969
0.805264,0.975472
0.811015,1.19293
0.890887,0.98386
1.07746,1.22514
0.799637,0.974923
0.806574,1.1924
0.695559,0.964829
0.986932,1.2141
0.874375,0.982237
0.856932,1.19842
0.695698,0.964842
1.0646,1.22357
0.851763,0.980018
1.06453,1.22356
0.850589,0.979903
1.0885,1.2265
0.855234,0.980358
1.07415,1.22474
0.866783,0.981491
0.842415,1.19668
0.852886,0.980128
0.961834,1.21106
0.847399,0.979591
1.07783,1.22519
0.898372,0.984597
0.986244,1.21402
0.861938,0.981016
1.06802,1.22398
0.824348,0.977335
0.961848,1.21106
0.883539,0.983137
0.781352,1.1894
0.825876,0.977484
1.06164,1.22321
0.791167,0.974098
1.0622,1.22327
0.871306,0.981935
0.869238,1.19989
0.89155,0.983925
0.932866,1.20755
0.729345,0.968094
1.09437,1.22721
0.83352,0.978232
1.04414,1.22107
0.810412,0.975974
0.979472,1.21319
0.822217,0.977127
1.03627,1.2201
0.833298,0.97821
1.09438,1.22722
0.734582,0.968601
1.0848,1.22604
0.894339,0.9842
1.02263,1.21844
0.881537,0.98294
0.862328,1.19907
0.872768,0.982079
1.03935,1.22048
0.88621,0.9834
0.926719,1.20681
0.849009,0.979748
1.0131,1.21728
0.571331,0.952917
1.01068,1.21699
0.886482,0.983427
1.0328,1.21968
0.873783,0.982178
0.955553,1.2103
0.856424,0.980475
1.00027,1.21572
0.889862,0.983759
0.944623,1.20897
0.736212,0.968759
0.911848,1.20502
0.587309,0.954441
1.08906,1.22656
0.795839,0.974553
1.05387,1.22225
0.800782,0.975035
1.09057,1.22675
0.84388,0.979246
0.907663,1.20451
0.843816,0.97924
0.962186,1.2111
0.820375,0.976947
0.659572,1.175
0.636287,0.959127
0.960482,1.21089
0.70598,0.965835
0.846068,1.19712
0.881295,0.982917
0.956448,1.2104
0.849373,0.979784
1.01554,1.21758
0.819138,0.976826
0.95977,1.21081
0.796342,0.974602
1.07031,1.22427
0.876972,0.982492
0.922153,1.20626
0.874384,0.982238
1.0226,1.21844
0.845827,0.979437
1.05167,1.22199
0.74779,0.969881
1.02688,1.21896
0.848835,0.979731
0.901274,1.20375
0.898389,0.984598
0.987284,1.21414
0.863652,0.981184
1.08182,1.22568
0.865087,0.981325
0.678549,1.17723
0.841143,0.978978
1.08367,1.2259
0.871063,0.981911
0.698623,1.1796
0.856357,0.980468
1.02022,1.21815
0.849501,0.979796
1.05377,1.22224
0.799238,0.974884
1.00655,1.21648
0.837741,0.978645
0.884737,1.20176
0.874697,0.982268
1.04257,1.22087
0.861159,0.980939
0.947571,1.20933
0.708176,0.966047
1.09522,1.22732
0.876203,0.982416
1.0263,1.21889
0.583022,0.954032
0.689176,1.17848
0.7439,0.969504
1.00662,1.21649
0.860251,0.98085
1.05747,1.2227
0.828343,0.977726
1.09685,1.22752
0.684583,0.96377
1.09385,1.22715
0.862206,0.981042
0.599109,1.16792
0.805618,0.975506
1.05283,1.22213
0.811513,0.976081
1.02119,1.21827
0.814239,0.976348
1.01798,1.21788
0.806801,0.975622
1.06182,1.22323
0.535013,0.949463
1.06868,1.22407
0.89024,0.983796
1.01289,1.21726
0.775312,0.972554
0.60629,1.16876
0.898145,0.984574
0.92957,1.20716
0.761967,0.971257
1.04671,1.22138
0.818722,0.976785
1.09371,1.22713
0.852949,0.980134
0.988248,1.21426
0.875733,0.98237
1.02952,1.21928
0.771799,0.972213
1.09976,1.22788
0.874172,0.982217
0.975194,1.21268
0.808481,0.975786
1.02086,1.21823
0.711709,0.966388
0.962445,1.21113
0.873361,0.982137
1.02542,1.21878
0.89923,0.984681
0.873795,1.20044
0.812217,0.97615
1.07367,1.22468
0.681351,0.963459
0.990298,1.21451
0.869333,0.981742
0.957525,1.21054
0.826622,0.977557
1.09637,1.22746
0.836061,0.978481
1.00904,1.21679
0.848838,0.979732
1.0943,1.22721
0.841132,0.978977
0.958064,1.2106
0.751481,0.970239
1.07454,1.22478
0.859869,0.980813
1.07784,1.22519
0.869894,0.981797
1.04821,1.22156
0.888778,0.983652
0.966331,1.2116
0.784409,0.973439
1.01392,1.21738
0.684125,0.963726
0.971719,1.21225
0.82242,0.977147
1.03171,1.21955
0.814011,0.976325
1.00426,1.21621
0.897917,0.984552
1.06231,1.22329
0.822933,0.977197
1.07931,1.22537
0.78644,0.973637
1.058,1.22276
0.839183,0.978786
1.02018,1.21814
0.867738,0.981585
1.07395,1.22471
0.868387,0.981649
1.03223,1.21961
0.801181,0.975074
1.03004,1.21935
0.798016,0.974765
1.05318,1.22217
0.820524,0.976961
1.02869,1.21918
0.873784,0.982179
0.980356,1.2133
0.861849,0.981007
1.08793,1.22642
0.83485,0.978362
1.08406,1.22595
0.858736,0.980702
1.04372,1.22101
0.797338,0.974699
1.02933,1.21926
0.861429,0.980966
1.01202,1.21715
0.757842,0.970857
1.09007,1.22669
0.872617,0.982064
1.08939,1.2266
0.674047,0.962755
1.09292,1.22704
0.778449,0.972859
1.05474,1.22236
0.886048,0.983384
1.01286,1.21725
0.847384,0.979589
1.08269,1.22578
0.893589,0.984126
1.09127,1.22683
0.707248,0.965957
0.899698,1.20356
0.886407,0.983419
0.896227,1.20314
0.834692,0.978347
1.05187,1.22201
0.809923,0.975926
1.02934,1.21926
0.76837,0.971879
0.905057,1.2042
0.861703,0.980993
1.04759,1.22149
0.845641,0.979418
0.98235,1.21354
0.625325,0.958076
1.09527,1.22733
0.89378,0.984145
1.05801,1.22276
0.767887,0.971832
0.975104,1.21267
0.807962,0.975735
1.08458,1.22601
0.847249,0.979576
1.06159,1.2232
0.829109,0.9778
1.00146,1.21587
0.668204,0.962193
1.08518,1.22609
0.879733,0.982763
1.07848,1.22527
0.885254,0.983306
1.01042,1.21696
0.835373,0.978413
1.08703,1.22631
0.884344,0.983216
1.09114,1.22682
0.888503,0.983625
1.08338,1.22587
0.856811,0.980513
1.07709,1.2251
0.823447,0.977247
1.09514,1.22731
0.788936,0.97388
1.09409,1.22718
0.718521,0.967047
1.01258,1.21722
0.850995,0.979943
0.877279,1.20086
0.865576,0.981373
1.00444,1.21623
0.766754,0.971722
0.967275,1.21172
0.781446,0.973151
0.904378,1.20412
0.806898,0.975631
1.06226,1.22328
0.878018,0.982595
0.891623,1.20258
0.839596,0.978826
0.969317,1.21196
0.878177,0.98261
0.688836,1.17844
0.820753,0.976984
1.01559,1.21758
0.757033,0.970778
1.05984,1.22298
0.808465,0.975784
1.07661,1.22504
0.795413,0.974511
1.00934,1.21682
0.887348,0.983512
0.936198,1.20796
0.837542,0.978625
0.522892,1.15905
0.736003,0.968739
1.09788,1.22765
0.894742,0.984239
1.04522,1.2212
0.811442,0.976075
0.850696,1.19767
0.816807,0.976598
1.0485,1.2216
0.812805,0.976208
0.962894,1.21119
0.740496,0.969174
1.04025,1.22059
0.759745,0.971042
1.09464,1.22725
0.859347,0.980762
0.849685,1.19755
0.863326,0.981152
1.0394,1.22049
0.793478,0.974323
1.02686,1.21896
0.820343,0.976944
1.08496,1.22606
0.894372,0.984203
0.994196,1.21498
0.831531,0.978037
1.09726,1.22757
0.891406,0.983911
1.02407,1.21862
0.806071,0.97555
1.05736,1.22268
0.833382,0.978218
0.811778,1.19302
0.863597,0.981179
1.05955,1.22295
0.858573,0.980686
0.91369,1.20524
0.756351,0.970712
0.963304,1.21124
0.869852,0.981792
1.07358,1.22467
0.877133,0.982508
1.07023,1.22426
0.801471,0.975102
1.00979,1.21688
0.859142,0.980742
1.07878,1.2253
0.89763,0.984523
0.887358,1.20207
0.772288,0.97226
1.09227,1.22696
0.793879,0.974362
0.839082,1.19628
0.879749,0.982765
0.785643,1.18991
0.86817,0.981627
1.00872,1.21675
0.88424,0.983206
0.874016,1.20047
0.868818,0.981691
1.00224,1.21596
0.830414,0.977928
1.04104,1.22069
0.873274,0.982128
1.06613,1.22375
0.899533,0.984711
1.07228,1.22451
0.771898,0.972222
0.993533,1.2149
0.881265,0.982914
1.02634,1.21889
0.891133,0.983884
1.00554,1.21636
0.889137,0.983688
0.928536,1.20703
0.831285,0.978013
1.00904,1.21679
0.880292,0.982818
1.0777,1.22517
0.821064,0.977014
0.869649,1.19994
0.830804,0.977966
1.03482,1.21993
0.876489,0.982444
0.992791,1.21481
0.898039,0.984564
0.899311,1.20351
0.761741,0.971235
1.07157,1.22442
0.886554,0.983434
1.02248,1.21842
0.861101,0.980934
1.07365,1.22468
0.78911,0.973897
1.08748,1.22637
0.703925,0.965636
0.993377,1.21488
0.791853,0.974164
1.02506,1.21874
0.837342,0.978606
0.648775,1.17373
0.794977,0.974469
0.93698,1.20805
0.886692,0.983447
0.992126,1.21473
0.821762,0.977082
1.09619,1.22744
0.857239,0.980555
0.964895,1.21143
0.871215,0.981926
1.06008,1.22301
0.755508,0.97063
1.09095,1.22679
0.893047,0.984072
0.885809,1.20188
0.894231,0.984189
1.098,1.22766
0.708729,0.9661
0.907573,1.2045
0.895381,0.984302
1.02638,1.2189
0.840377,0.978903
1.00283,1.21603
0.885031,0.983284
1.08105,1.22558
0.873521,0.982153
1.00421,1.2162
0.802629,0.975215
0.991262,1.21463
0.518726,0.947917
0.987217,1.21414
0.861254,0.980949
0.904337,1.20411
0.871786,0.981982
1.09233,1.22696
0.814216,0.976345
1.00718,1.21656
0.765521,0.971603
0.985924,1.21398
0.889125,0.983686
1.02169,1.21833
0.670911,0.962454
0.918167,1.20578
0.816685,0.976586
1.00512,1.21631
0.883236,0.983107
0.9797,1.21322
0.836675,0.978541
1.05841,1.22281
0.834913,0.978368
1.07726,1.22512
0.841871,0.979049
1.02965,1.2193
0.848086,0.979658
1.08229,1.22573
0.895654,0.984329
1.05792,1.22275
0.859372,0.980764
0.660885,1.17515
0.892853,0.984053
1.04479,1.22115
0.888011,0.983577
0.919226,1.20591
0.822434,0.977148
1.08454,1.22601
0.879936,0.982783
1.09425,1.2272
0.871963,0.982
0.932794,1.20755
0.835939,0.978469
1.08093,1.22557
0.693191,0.9646
1.05199,1.22202
0.81789,0.976704
0.997354,1.21537
0.810263,0.975959
1.0366,1.22015
0.876748,0.98247
0.963655,1.21128
0.554913,0.951354
0.970435,1.2121
0.86222,0.981043
1.05398,1.22227
0.79796,0.974759
1.03448,1.21989
0.860375,0.980863
0.982643,1.21358
0.899722,0.984729
1.09233,1.22697
0.830258,0.977913
1.0238,1.21858
0.777696,0.972786
1.04838,1.22158
0.846405,0.979493
0.965822,1.21154
0.571964,0.952977
1.03282,1.21968
0.711483,0.966366
0.965581,1.21151
0.897258,0.984487
0.979185,1.21316
0.859319,0.980759
0.922573,1.20631
0.884833,0.983264
1.04907,1.22167
0.745204,0.969631
0.992705,1.2148
0.768877,0.971929
1.09117,1.22682
0.842268,0.979088
0.706181,1.18049
0.828484,0.977739
1.03335,1.21975
0.843456,0.979204
1.03302,1.21971
0.888695,0.983644
1.04614,1.22131
0.878269,0.982619
1.08271,1.22578
0.846414,0.979494
1.03021,1.21937
0.81826,0.97674
1.02373,1.21858
0.795324,0.974503
1.09956,1.22785
0.895742,0.984338
1.00785,1.21664
0.89651,0.984413
1.04576,1.22126
0.859399,0.980767
1.00634,1.21646
0.871284,0.981933
1.04672,1.22138
0.778652,0.972879
1.09676,1.22751
0.823617,0.977264
1.08148,1.22563
0.838993,0.978767
1.06579,1.22371
0.836499,0.978523
1.02975,1.21931
0.811787,0.976108
0.931069,1.20734
0.721046,0.967291
0.957876,1.21058
0.8351,0.978386
0.701893,1.17998
0.863488,0.981168
1.05832,1.2228
0.891683,0.983938
1.0919,1.22691
0.861466,0.980969
0.935939,1.20793
0.835882,0.978463
1.06219,1.22327
0.652157,0.96065
0.776498,1.18882
0.882909,0.983075
1.04043,1.22061
0.879558,0.982746
1.09632,1.22745
0.862387,0.98106
1.09478,1.22726
0.859657,0.980792
0.992906,1.21483
0.89158,0.983928
1.07594,1.22495
0.85918,0.980745
1.0858,1.22616
0.838594,0.978728
0.932111,1.20746
0.845513,0.979406
0.941844,1.20864
0.890796,0.983851
1.05296,1.22214
0.781942,0.973199
1.0625,1.22331
0.836189,0.978493
1.07319,1.22462
0.779856,0.972996
0.997257,1.21535
0.779549,0.972967
0.886759,1.202
0.674603,0.962809
1.05643,1.22257
0.618502,0.957423
0.997799,1.21542
0.819521,0.976863
1.03211,1.2196
0.747356,0.969839
0.994811,1.21506
0.721564,0.967341
0.980645,1.21334
0.821886,0.977095
1.07996,1.22545
0.697042,0.964972
1.08089,1.22556
0.885357,0.983316
0.885515,1.20185
0.789949,0.973979
0.978354,1.21306
0.844128,0.97927
1.07642,1.22501
0.879373,0.982728
1.04177,1.22078
0.864555,0.981273
0.99953,1.21563
0.696557,0.964925
1.03878,1.22041
0.860872,0.980911
1.04039,1.22061
0.838612,0.97873
1.09258,1.227
0.870274,0.981834
1.03646,1.22013
0.846176,0.979471
1.07862,1.22528
0.852309,0.980072
1.06898,1.2241
0.805742,0.975518
1.05081,1.22188
0.899786,0.984736
0.922599,1.20631
0.776489,0.972669
1.08542,1.22612
0.803667,0.975316
1.03058,1.21941
0.889702,0.983743
0.995604,1.21515
0.826683,0.977563
0.945793,1.20912
0.878845,0.982676
1.03538,1.22
0.804596,0.975407
1.03502,1.21995
0.784166,0.973416
0.973666,1.21249
0.862074,0.981029
1.07885,1.22531
0.623191,0.957872
1.05532,1.22243
0.525859,0.948594
1.01183,1.21713
0.867878,0.981599
0.991338,1.21464
0.882927,0.983077
1.05283,1.22213
0.882467,0.983032
0.883641,1.20162
0.876763,0.982471
0.917852,1.20574
0.85908,0.980735
1.08293,1.22581
0.746528,0.969759
1.03044,1.21939
0.625277,0.958072
0.83542,1.19584
0.843141,0.979174
0.892503,1.20269
0.784154,0.973415
1.06749,1.22392
0.863441,0.981163
0.971897,1.21228
0.843746,0.979233
1.08684,1.22629
0.882879,0.983072
1.09825,1.22769
0.849398,0.979786
1.09299,1.22705
0.769819,0.97202
0.992745,1.21481
0.891371,0.983907
1.09666,1.2275
0.80304,0.975255
0.623923,1.17082
0.802354,0.975188
0.950882,1.20973
0.872501,0.982053
1.08886,1.22654
0.72175,0.967359
0.825724,1.19469
0.83001,0.977889
1.07469,1.2248
0.825015,0.9774
1.07508,1.22485
0.859866,0.980813
0.977862,1.213
0.888577,0.983633
1.0437,1.22101
0.862958,0.981116
0.95351,1.21005
0.851212,0.979964
1.04886,1.22164
0.889486,0.983722
1.09181,1.2269
0.866329,0.981447
0.977011,1.2129
0.787262,0.973717
1.03432,1.21987
0.675075,0.962854
1.03216,1.2196
0.811812,0.976111
0.792422,1.19071
0.897539,0.984515
0.999129,1.21558
0.629347,0.958462
1.04972,1.22175
0.859053,0.980733
0.959879,1.21082
0.811589,0.976089
0.967032,1.21169
0.852783,0.980118
1.09986,1.22789
0.698828,0.965144
0.72643,1.18288
0.893713,0.984138
1.05918,1.2229
0.895217,0.984286
0.954124,1.21012
0.899263,0.984684
1.03093,1.21945
0.881608,0.982947
1.01244,1.2172
0.892731,0.984041
0.936721,1.20802
0.785043,0.973501
