J,J2
0.499859,0.525628
1.22139,1.69487
0.43279,0.522115
1.36447,1.71929
0.496679,0.525461
1.33562,1.71434
0.460951,0.523587
1.4089,1.72695
0.462361,0.523661
1.49061,1.74112
0.48357,0.524773
1.18262,1.68831
0.492802,0.525257
1.47224,1.73792
0.376907,0.519205
1.42364,1.7295
0.457549,0.523409
1.32518,1.71255
0.487937,0.525002
1.07018,1.66943
0.479696,0.524569
1.38369,1.7226
0.385051,0.519628
1.18685,1.68902
0.4043,0.520629
1.17037,1.68624
0.495331,0.52539
1.42155,1.72913
0.476192,0.524386
1.31145,1.7102
0.469547,0.524037
1.39759,1.725
0.486815,0.524943
1.23224,1.69671
0.351879,0.517907
1.41057,1.72724
0.494326,0.525337
1.40995,1.72713
0.451598,0.523098
1.43404,1.73129
0.481801,0.52468
1.35202,1.71715
0.451003,0.523066
1.48117,1.73947
0.46634,0.523869
1.46449,1.73657
0.450849,0.523058
1.36159,1.7188
0.487202,0.524963
1.46182,1.73611
0.473381,0.524238
1.4493,1.73394
0.486758,0.52494
1.31543,1.71088
0.471097,0.524119
1.39165,1.72397
0.423926,0.521652
1.29519,1.70742
0.427459,0.521836
1.40474,1.72623
0.4558,0.523317
1.40227,1.7258
0.441588,0.522574
1.49508,1.74189
0.432336,0.522091
1.41802,1.72852
0.452414,0.52314
1.32524,1.71256
0.476116,0.524382
1.45783,1.73542
0.45936,0.523504
1.24353,1.69862
0.495654,0.525407
1.42913,1.73044
0.479236,0.524545
1.32733,1.71292
0.439387,0.522459
1.24255,1.69846
0.496848,0.52547
1.11174,1.67638
0.443089,0.522653
1.49724,1.74227
0.486423,0.524922
1.08631,1.67213
0.486629,0.524933
1.40821,1.72683
0.412492,0.521056
1.28667,1.70597
0.462859,0.523687
1.46021,1.73583
0.385518,0.519652
1.25054,1.69981
0.39526,0.520159
1.48932,1.74089
0.491337,0.52518
1.34034,1.71515
0.468596,0.523987
1.25299,1.70023
0.459191,0.523495
1.45869,1.73557
0.496128,0.525432
0.925582,1.64547
0.442466,0.52262
1.03347,1.66331
0.489474,0.525083
1.42747,1.73016
0.450756,0.523053
1.44603,1.73337
0.462597,0.523673
1.34428,1.71582
0.399255,0.520367
1.4819,1.7396
0.440468,0.522516
1.48366,1.73991
0.344176,0.517508
1.37859,1.72172
0.473252,0.524231
1.49233,1.74142
0.49759,0.525509
1.30515,1.70912
0.43264,0.522107
1.41138,1.72737
0.474209,0.524282
0.99119,1.6563
0.456155,0.523336
1.47883,1.73907
0.436087,0.522287
1.24707,1.69922
0.458167,0.523441
1.44742,1.73361
0.385759,0.519665
1.46494,1.73665
0.292307,0.514831
1.39014,1.72371
0.433541,0.522154
1.40817,1.72682
0.471956,0.524164
1.37571,1.72122
0.439268,0.522453
1.28916,1.70639
0.496644,0.525459
1.4044,1.72617
0.443106,0.522654
1.47753,1.73884
0.390088,0.51989
1.38296,1.72247
0.381591,0.519448
1.4337,1.73123
0.482871,0.524736
1.09862,1.67419
0.492806,0.525258
1.43902,1.73216
0.468555,0.523985
1.39243,1.72411
0.491286,0.525178
1.41044,1.72721
0.429488,0.521942
1.39393,1.72436
0.311868,0.515839
1.44179,1.73264
0.415643,0.52122
1.33814,1.71477
0.488375,0.525025
1.27714,1.70434
0.415282,0.521201
1.4982,1.74244
0.369288,0.51881
1.45058,1.73416
0.45541,0.523297
1.35133,1.71703
0.477015,0.524429
1.43116,1.73079
0.36853,0.51877
1.45925,1.73566
0.482779,0.524731
1.49537,1.74194
0.445276,0.522767
1.44162,1.73261
0.467685,0.52394
1.10166,1.67469
0.498377,0.52555
1.41398,1.72783
0.498276,0.525545
1.49892,1.74256
0.489518,0.525085
1.48217,1.73965
0.47327,0.524232
1.33599,1.7144
0.489285,0.525073
1.39603,1.72473
0.471455,0.524137
1.39579,1.72469
0.430788,0.52201
1.48773,1.74061
0.493641,0.525301
1.45253,1.7345
0.465481,0.523824
1.17718,1.68739
0.466795,0.523893
1.48487,1.74012
0.485046,0.52485
1.41656,1.72827
0.452934,0.523167
1.40114,1.72561
0.462338,0.52366
1.46981,1.7375
0.454814,0.523266
1.45467,1.73487
0.439827,0.522482
1.43814,1.732
0.484864,0.524841
1.44326,1.73289
0.472961,0.524216
1.49369,1.74165
0.454733,0.523262
1.4973,1.74228
0.480439,0.524608
1.49871,1.74253
0.499718,0.525621
1.07997,1.67107
0.481655,0.524672
1.19869,1.69102
0.487493,0.524979
1.40249,1.72584
0.387308,0.519745
1.47369,1.73817
0.471416,0.524135
1.45655,1.7352
0.499988,0.525635
1.43432,1.73134
0.494172,0.525329
1.47544,1.73848
0.473946,0.524268
1.49874,1.74253
0.466669,0.523886
1.21768,1.69424
0.36655,0.518668
1.47451,1.73831
0.465033,0.523801
1.23569,1.69729
0.494036,0.525322
1.40375,1.72606
0.493668,0.525303
1.34398,1.71577
0.426615,0.521792
1.47387,1.7382
0.416778,0.521279
1.13111,1.67963
0.473028,0.52422
1.43473,1.73141
0.456981,0.523379
1.24175,1.69832
0.397954,0.520299
1.25405,1.70041
0.416385,0.521259
1.3934,1.72427
0.439519,0.522466
1.23113,1.69652
0.420751,0.521486
1.48885,1.74081
0.461898,0.523637
1.33171,1.71367
0.47719,0.524438
1.27277,1.7036
0.49363,0.525301
1.42636,1.72997
0.457992,0.523432
1.25346,1.70031
0.374987,0.519105
1.49704,1.74223
0.427616,0.521845
1.38171,1.72226
0.44615,0.522813
1.33551,1.71432
